car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
MG Hector Sharp,₹ 6.07 Lakh,"170,224 km",CNG,Thane,2014
Volvo XC60,₹ 40.52 Lakh,"62,418 km",Diesel,Lucknow,2022
Mercedes-Benz C-Class C200,₹ 38.96 Lakh,"92,678 km",Petrol,Noida,2019
Volkswagen Polo GT,₹ 11.58 Lakh,"72,737 km",Petrol,Bangalore,2020
Lexus ES 300h,₹ 24.42 Lakh,"163,828 km",Diesel,Kochi,2012
BMW 3 Series 320d,₹ 50.62 Lakh,"43,127 km",Electric,Noida,2023
Skoda Kushaq Style,₹ 19.54 Lakh,"13,461 km",Diesel,Kochi,2025
Audi Q3 Premium,₹ 36.74 Lakh,"13,857 km",Petrol,Pune,2023
Kia Seltos HTX,₹ 15.08 Lakh,"7,286 km",Petrol,Pune,2024
Volkswagen Polo GT,₹ 3.37 Lakh,"190,127 km",Petrol,Ahmedabad,2012
Lexus NX 350h,₹ 67.52 Lakh,"38,597 km",Petrol,Kochi,2024
BMW 3 Series 320d,₹ 28.32 Lakh,"102,235 km",Petrol,Kolkata,2017
Ford Endeavour Titanium,₹ 15.46 Lakh,"36,335 km",Petrol,Mumbai,2025
Tata Nexon XZ+,₹ 7.88 Lakh,"114,111 km",Petrol,Jaipur,2017
Ford EcoSport Titanium,₹ 14.94 Lakh,"24,784 km",Petrol,Mumbai,2025
Renault Triber RXZ,₹ 1.77 Lakh,"171,305 km",Petrol,Chennai,2013
Nissan Magnite XV,₹ 1.59 Lakh,"169,016 km",Diesel,Kochi,2012
Ford Endeavour Titanium,₹ 6.26 Lakh,"161,247 km",Diesel,Thane,2014
Kia Seltos HTX,₹ 12.56 Lakh,"58,679 km",Petrol,Hyderabad,2021
MG Hector Sharp,₹ 12.90 Lakh,"72,007 km",Diesel,Thane,2019
Toyota Glanza G,₹ 13.37 Lakh,"58,200 km",Diesel,Noida,2021
MG Hector Sharp,₹ 12.64 Lakh,"117,038 km",Petrol,Ahmedabad,2019
Maruti Suzuki Baleno Alpha,₹ 1.29 Lakh,"157,050 km",Diesel,Ahmedabad,2013
Jaguar XE Prestige,₹ 43.38 Lakh,"121,821 km",Diesel,Noida,2018
Volkswagen Taigun GT,₹ 14.88 Lakh,"29,468 km",Petrol,Jaipur,2024
MG ZS EV,₹ 14.57 Lakh,"50,297 km",Petrol,Thane,2021
Volvo XC60,₹ 26.04 Lakh,"156,596 km",Petrol,Mysuru,2014
Honda Jazz VX,₹ 5.05 Lakh,"85,946 km",CNG,Kochi,2019
Honda City ZX,₹ 5.19 Lakh,"140,976 km",Diesel,Chennai,2014
Renault Triber RXZ,₹ 4.50 Lakh,"132,056 km",Hybrid,Mumbai,2017
Mercedes-Benz E-Class E220d,₹ 22.36 Lakh,"141,217 km",Petrol,Ahmedabad,2013
Lexus NX 350h,₹ 38.94 Lakh,"155,795 km",Diesel,Thane,2016
Toyota Fortuner 4x2,₹ 15.13 Lakh,"83,663 km",Petrol,Jaipur,2022
Ford EcoSport Titanium,₹ 7.94 Lakh,"103,450 km",Petrol,Pune,2018
Maruti Suzuki Baleno Alpha,₹ 5.24 Lakh,"65,153 km",Petrol,Chennai,2022
Audi A4 35 TDI,₹ 43.50 Lakh,"42,980 km",Electric,Lucknow,2025
MG Astor Savvy,₹ 13.42 Lakh,"53,696 km",Diesel,Mysuru,2022
Tata Harrier XZ,₹ 9.45 Lakh,"61,065 km",Petrol,Mumbai,2022
Mercedes-Benz C-Class C200,₹ 51.18 Lakh,"37,624 km",Diesel,Pune,2023
BMW X1 sDrive,₹ 42.62 Lakh,"62,796 km",Petrol,Chennai,2021
Volvo XC40 Recharge,₹ 43.45 Lakh,"26,292 km",Diesel,Mysuru,2022
Volvo XC40 Recharge,₹ 48.88 Lakh,"33,976 km",Petrol,Delhi,2025
Jaguar XE Prestige,₹ 36.97 Lakh,"132,383 km",Electric,Noida,2016
MG Astor Savvy,₹ 5.76 Lakh,"159,558 km",CNG,Kochi,2013
MG Hector Sharp,₹ 7.54 Lakh,"132,003 km",Diesel,Mumbai,2015
Honda City ZX,₹ 1.20 Lakh,"201,493 km",Diesel,Delhi,2012
Skoda Superb L&K,₹ 11.50 Lakh,"120,818 km",Petrol,Hyderabad,2016
Audi Q5 quattro,₹ 45.60 Lakh,"61,838 km",Hybrid,Noida,2024
Skoda Slavia Style,₹ 9.99 Lakh,"164,390 km",Diesel,Thane,2016
Mahindra Thar LX,₹ 15.02 Lakh,"68,278 km",Diesel,Ahmedabad,2023
Audi A4 35 TDI,₹ 19.07 Lakh,"136,211 km",CNG,Hyderabad,2015
Hyundai Venue SX,₹ 3.02 Lakh,"195,182 km",Petrol,Mysuru,2013
Mercedes-Benz E-Class E220d,₹ 43.61 Lakh,"56,933 km",Diesel,Mysuru,2020
Kia Seltos HTX,₹ 9.86 Lakh,"120,414 km",Diesel,Jaipur,2017
Tata Nexon XZ+,₹ 8.67 Lakh,"123,732 km",Diesel,Mysuru,2018
MG Astor Savvy,₹ 12.46 Lakh,"60,039 km",CNG,Delhi,2021
Renault Triber RXZ,₹ 1.58 Lakh,"148,599 km",Diesel,Hyderabad,2013
Maruti Suzuki Dzire ZXi,₹ 3.50 Lakh,"131,932 km",Diesel,Mumbai,2016
Lexus ES 300h,₹ 62.62 Lakh,"48,547 km",CNG,Mysuru,2023
Audi Q3 Premium,₹ 39.59 Lakh,"7,257 km",Diesel,Ahmedabad,2025
Jeep Compass Limited,₹ 22.27 Lakh,"94,550 km",Diesel,Ahmedabad,2020
Mahindra XUV700 AX7,₹ 5.73 Lakh,"144,498 km",Diesel,Lucknow,2014
BMW X1 sDrive,₹ 40.55 Lakh,"91,071 km",Diesel,Delhi,2020
Kia Sonet GTX,₹ 7.51 Lakh,"202,295 km",Electric,Jaipur,2012
Volvo XC60,₹ 24.50 Lakh,"172,892 km",Diesel,Thane,2015
Renault Kiger RXZ,₹ 3.77 Lakh,"123,487 km",Petrol,Delhi,2013
Tata Punch Creative,₹ 5.47 Lakh,"153,489 km",CNG,Bangalore,2014
Hyundai Venue SX,₹ 3.92 Lakh,"174,930 km",Petrol,Chennai,2015
Honda Jazz VX,₹ 9.40 Lakh,"94,141 km",Electric,Hyderabad,2019
Jeep Compass Limited,₹ 27.69 Lakh,"34,312 km",Petrol,Bangalore,2024
Toyota Urban Cruiser,₹ 13.84 Lakh,"42,118 km",Petrol,Pune,2023
Nissan Magnite XV,₹ 9.09 Lakh,"58,236 km",Electric,Ahmedabad,2022
Jeep Compass Limited,₹ 24.33 Lakh,"90,420 km",Petrol,Ahmedabad,2021
Mercedes-Benz E-Class E220d,₹ 35.16 Lakh,"123,065 km",Petrol,Ahmedabad,2016
Kia Carens Prestige,₹ 6.13 Lakh,"159,369 km",Diesel,Hyderabad,2012
Mercedes-Benz C-Class C200,₹ 22.15 Lakh,"158,663 km",Diesel,Ahmedabad,2013
BMW X1 sDrive,₹ 24.59 Lakh,"165,197 km",Petrol,Chennai,2014
Kia Seltos HTX,₹ 13.26 Lakh,"41,088 km",Petrol,Bangalore,2022
Maruti Suzuki Brezza ZXi,₹ 3.65 Lakh,"89,937 km",Petrol,Delhi,2019
Honda Jazz VX,₹ 3.70 Lakh,"156,577 km",Diesel,Chennai,2012
Tata Harrier XZ,₹ 7.91 Lakh,"165,200 km",Electric,Bangalore,2013
Renault Triber RXZ,₹ 2.51 Lakh,"147,285 km",Diesel,Jaipur,2014
Jeep Compass Limited,₹ 12.89 Lakh,"150,949 km",Hybrid,Ahmedabad,2013
MG Astor Savvy,₹ 8.61 Lakh,"139,831 km",Petrol,Jaipur,2015
Nissan Magnite XV,₹ 6.37 Lakh,"82,485 km",Petrol,Bangalore,2020
Volkswagen Virtus GT,₹ 7.03 Lakh,"139,455 km",Petrol,Mysuru,2014
Renault Kwid Climber,₹ 8.00 Lakh,"51,190 km",Electric,Lucknow,2021
Volvo XC40 Recharge,₹ 34.78 Lakh,"103,713 km",Petrol,Thane,2018
Skoda Superb L&K,₹ 15.68 Lakh,"92,397 km",Electric,Delhi,2019
Mercedes-Benz GLA 200,₹ 58.56 Lakh,"15,703 km",Petrol,Ahmedabad,2025
Honda City ZX,₹ 2.74 Lakh,"185,432 km",Petrol,Delhi,2012
Lexus ES 300h,₹ 32.14 Lakh,"164,382 km",Petrol,Ahmedabad,2014
Ford EcoSport Titanium,₹ 13.48 Lakh,"69,600 km",Electric,Ahmedabad,2021
Hyundai Creta SX,₹ 4.30 Lakh,"157,852 km",Petrol,Thane,2013
Jaguar F-Pace,₹ 51.75 Lakh,"46,431 km",Petrol,Chennai,2022
Volvo XC60,₹ 41.05 Lakh,"58,226 km",Diesel,Delhi,2022
Ford EcoSport Titanium,₹ 7.28 Lakh,"134,105 km",Diesel,Kochi,2017
MG Astor Savvy,₹ 13.55 Lakh,"96,186 km",Petrol,Thane,2020
Jeep Compass Limited,₹ 17.48 Lakh,"163,451 km",CNG,Mumbai,2016
Mahindra XUV700 AX7,₹ 4.85 Lakh,"154,224 km",Petrol,Kochi,2013
Volkswagen Polo GT,₹ 11.27 Lakh,"86,419 km",Petrol,Jaipur,2021
Toyota Innova Crysta GX,₹ 12.20 Lakh,"86,217 km",Diesel,Noida,2019
Hyundai Venue SX,₹ 7.13 Lakh,"91,334 km",Petrol,Kochi,2018
Skoda Kushaq Style,₹ 15.53 Lakh,"69,972 km",Diesel,Noida,2022
Nissan Magnite XV,₹ 4.58 Lakh,"91,661 km",Petrol,Lucknow,2020
Honda Amaze VX,₹ 9.78 Lakh,"3,000 km",Petrol,Mysuru,2025
Audi Q3 Premium,₹ 25.21 Lakh,"111,397 km",Diesel,Lucknow,2017
Tata Nexon XZ+,₹ 4.03 Lakh,"181,944 km",Petrol,Thane,2013
BMW 5 Series 530d,₹ 55.59 Lakh,"30,348 km",Diesel,Hyderabad,2025
Skoda Kushaq Style,₹ 8.18 Lakh,"172,266 km",Petrol,Ahmedabad,2013
Jeep Compass Limited,₹ 18.29 Lakh,"87,031 km",Diesel,Mysuru,2018
MG Astor Savvy,₹ 7.63 Lakh,"134,072 km",Petrol,Thane,2016
Jeep Compass Limited,₹ 16.59 Lakh,"130,192 km",Petrol,Thane,2015
Toyota Glanza G,₹ 15.42 Lakh,"61,967 km",Diesel,Mysuru,2022
BMW X1 sDrive,₹ 21.54 Lakh,"158,010 km",Diesel,Chennai,2014
Honda Jazz VX,₹ 8.98 Lakh,"60,378 km",Petrol,Hyderabad,2021
Jaguar F-Pace,₹ 23.23 Lakh,"193,584 km",Petrol,Pune,2012
Volkswagen Polo GT,₹ 11.44 Lakh,"122,406 km",Electric,Mysuru,2016
Audi Q3 Premium,₹ 26.77 Lakh,"94,952 km",Petrol,Thane,2019
Mahindra XUV500 W8,₹ 6.22 Lakh,"138,289 km",Petrol,Jaipur,2014
Ford Endeavour Titanium,₹ 8.49 Lakh,"100,807 km",Petrol,Bangalore,2019
Honda City ZX,₹ 7.71 Lakh,"69,485 km",Petrol,Kolkata,2019
Mercedes-Benz C-Class C200,₹ 35.59 Lakh,"107,109 km",Petrol,Ahmedabad,2018
BMW 5 Series 530d,₹ 30.03 Lakh,"115,756 km",Petrol,Noida,2018
Jeep Compass Limited,₹ 16.10 Lakh,"140,563 km",Petrol,Bangalore,2015
BMW X1 sDrive,₹ 36.97 Lakh,"96,405 km",Hybrid,Lucknow,2019
Ford EcoSport Titanium,₹ 10.98 Lakh,"93,192 km",Hybrid,Kolkata,2018
Nissan Magnite XV,₹ 4.33 Lakh,"80,689 km",Petrol,Jaipur,2019
Jeep Compass Limited,₹ 12.75 Lakh,"163,678 km",Diesel,Lucknow,2013
Hyundai Grand i10,₹ 7.50 Lakh,"85,861 km",Diesel,Chennai,2018
Maruti Suzuki Brezza ZXi,₹ 3.78 Lakh,"129,963 km",Petrol,Jaipur,2015
Lexus ES 300h,₹ 43.45 Lakh,"134,270 km",Petrol,Hyderabad,2017
Jaguar XE Prestige,₹ 41.17 Lakh,"83,898 km",Diesel,Mumbai,2018
Volvo XC40 Recharge,₹ 42.03 Lakh,"51,678 km",Petrol,Jaipur,2023
Hyundai Venue SX,₹ 2.59 Lakh,"187,131 km",Petrol,Kochi,2012
MG ZS EV,₹ 16.06 Lakh,"40,233 km",Diesel,Thane,2023
Lexus ES 300h,₹ 69.05 Lakh,"42,084 km",Petrol,Noida,2024
Mahindra Thar LX,₹ 6.00 Lakh,"110,422 km",CNG,Mysuru,2014
Renault Kwid Climber,₹ 9.22 Lakh,"79,275 km",Electric,Mumbai,2020
Maruti Suzuki Brezza ZXi,₹ 5.99 Lakh,"42,803 km",Diesel,Kochi,2025
Ford EcoSport Titanium,₹ 6.15 Lakh,"123,735 km",Diesel,Bangalore,2014
Toyota Urban Cruiser,₹ 13.22 Lakh,"110,512 km",Diesel,Kolkata,2020
Toyota Innova Crysta GX,₹ 8.25 Lakh,"158,808 km",Petrol,Lucknow,2014
Volkswagen Virtus GT,₹ 15.70 Lakh,"21,937 km",Petrol,Kolkata,2024
Ford EcoSport Titanium,₹ 6.28 Lakh,"143,387 km",Diesel,Lucknow,2014
Audi Q3 Premium,₹ 40.22 Lakh,"59,156 km",Petrol,Noida,2024
Renault Kwid Climber,₹ 3.45 Lakh,"140,756 km",CNG,Hyderabad,2015
Maruti Suzuki Dzire ZXi,₹ 5.10 Lakh,"114,568 km",Petrol,Chennai,2017
Audi Q5 quattro,₹ 15.95 Lakh,"146,561 km",Petrol,Mumbai,2014
Maruti Suzuki Swift VXi,₹ 5.31 Lakh,"60,798 km",Petrol,Mumbai,2022
Hyundai Verna SX,₹ 9.67 Lakh,"53,701 km",Petrol,Hyderabad,2022
Jeep Compass Limited,₹ 29.43 Lakh,"35,408 km",Petrol,Pune,2024
Mahindra Thar LX,₹ 5.57 Lakh,"162,093 km",Diesel,Hyderabad,2013
Audi Q3 Premium,₹ 20.88 Lakh,"156,127 km",CNG,Jaipur,2015
Lexus ES 300h,₹ 27.78 Lakh,"143,871 km",CNG,Chennai,2013
MG ZS EV,₹ 15.18 Lakh,"53,243 km",Diesel,Mumbai,2023
Kia Seltos HTX,₹ 11.64 Lakh,"118,977 km",Hybrid,Pune,2019
Toyota Glanza G,₹ 10.59 Lakh,"82,612 km",Diesel,Chennai,2018
Mahindra Scorpio N Z8,₹ 13.60 Lakh,"98,925 km",Electric,Mysuru,2017
BMW X1 sDrive,₹ 44.67 Lakh,"76,731 km",Petrol,Chennai,2021
Jeep Compass Limited,₹ 17.53 Lakh,"149,208 km",Petrol,Lucknow,2016
Jeep Compass Limited,₹ 22.48 Lakh,"66,790 km",Hybrid,Kochi,2019
Honda City ZX,₹ 8.07 Lakh,"70,609 km",Petrol,Ahmedabad,2022
Audi Q5 quattro,₹ 25.99 Lakh,"104,247 km",Petrol,Delhi,2018
Toyota Urban Cruiser,₹ 16.36 Lakh,"52,485 km",Petrol,Ahmedabad,2024
MG ZS EV,₹ 12.89 Lakh,"67,953 km",Diesel,Ahmedabad,2021
Nissan Magnite XV,₹ 4.54 Lakh,"93,420 km",Diesel,Noida,2019
Hyundai Venue SX,₹ 1.79 Lakh,"173,079 km",Petrol,Mysuru,2012
Kia Seltos HTX,₹ 8.91 Lakh,"97,676 km",Diesel,Noida,2019
Honda Amaze VX,₹ 8.35 Lakh,"38,918 km",Petrol,Delhi,2022
Mercedes-Benz GLA 200,₹ 28.45 Lakh,"123,588 km",Petrol,Ahmedabad,2016
BMW 5 Series 530d,₹ 17.62 Lakh,"185,606 km",CNG,Ahmedabad,2012
Audi A4 35 TDI,₹ 27.12 Lakh,"134,462 km",CNG,Kolkata,2016
Mahindra Thar LX,₹ 14.53 Lakh,"44,479 km",Diesel,Hyderabad,2024
Renault Triber RXZ,₹ 3.21 Lakh,"104,847 km",Petrol,Pune,2016
Lexus NX 350h,₹ 28.06 Lakh,"172,795 km",Petrol,Kochi,2012
Renault Kiger RXZ,₹ 5.10 Lakh,"97,118 km",Petrol,Kochi,2019
Volvo XC60,₹ 40.25 Lakh,"97,925 km",Petrol,Kochi,2021
Maruti Suzuki WagonR VXi,₹ 7.27 Lakh,"56,203 km",Petrol,Mysuru,2024
BMW 3 Series 320d,₹ 32.87 Lakh,"110,204 km",Diesel,Noida,2018
Hyundai Verna SX,₹ 9.83 Lakh,"46,246 km",Diesel,Kochi,2024
Mahindra Thar LX,₹ 16.32 Lakh,"23,711 km",Diesel,Jaipur,2024
Skoda Superb L&K,₹ 12.83 Lakh,"70,247 km",Petrol,Chennai,2019
Maruti Suzuki Swift VXi,₹ 2.57 Lakh,"113,226 km",Petrol,Kochi,2016
Mahindra XUV500 W8,₹ 11.43 Lakh,"104,968 km",Diesel,Mumbai,2018
Skoda Kushaq Style,₹ 18.43 Lakh,"25,089 km",Diesel,Chennai,2024
Audi Q3 Premium,₹ 43.98 Lakh,"33,982 km",Diesel,Chennai,2024
Maruti Suzuki Baleno Alpha,₹ 3.13 Lakh,"90,238 km",Petrol,Mysuru,2017
Jeep Compass Limited,₹ 17.86 Lakh,"151,830 km",Petrol,Bangalore,2017
Volkswagen Virtus GT,₹ 7.01 Lakh,"147,115 km",Petrol,Jaipur,2015
Toyota Innova Crysta GX,₹ 10.27 Lakh,"105,988 km",Petrol,Chennai,2018
Mercedes-Benz GLA 200,₹ 21.83 Lakh,"201,655 km",Petrol,Thane,2012
BMW 5 Series 530d,₹ 33.04 Lakh,"129,472 km",Petrol,Kochi,2017
MG Hector Sharp,₹ 6.90 Lakh,"134,939 km",Diesel,Hyderabad,2015
BMW 5 Series 530d,₹ 51.80 Lakh,"3,000 km",Petrol,Jaipur,2025
BMW 3 Series 320d,₹ 16.78 Lakh,"178,279 km",Diesel,Bangalore,2012
BMW 3 Series 320d,₹ 37.52 Lakh,"71,029 km",Diesel,Delhi,2020
Nissan Magnite XV,₹ 3.43 Lakh,"128,032 km",Petrol,Mysuru,2016
Honda BR-V VX,₹ 6.98 Lakh,"120,695 km",Diesel,Bangalore,2017
BMW 3 Series 320d,₹ 27.06 Lakh,"130,034 km",Diesel,Delhi,2015
MG ZS EV,₹ 15.99 Lakh,"70,725 km",Petrol,Mysuru,2024
Ford Endeavour Titanium,₹ 12.37 Lakh,"84,673 km",Petrol,Delhi,2022
Hyundai i20 Asta,₹ 9.10 Lakh,"33,729 km",Petrol,Mysuru,2022
Volvo XC40 Recharge,₹ 23.13 Lakh,"163,547 km",Diesel,Delhi,2015
Jaguar F-Pace,₹ 35.51 Lakh,"185,026 km",Hybrid,Delhi,2015
Hyundai Grand i10,₹ 4.16 Lakh,"146,989 km",Petrol,Kolkata,2014
Lexus NX 350h,₹ 34.88 Lakh,"145,990 km",Diesel,Noida,2016
Kia Carens Prestige,₹ 13.76 Lakh,"12,686 km",Petrol,Mumbai,2025
Jaguar F-Pace,₹ 28.90 Lakh,"136,998 km",Electric,Ahmedabad,2014
Toyota Urban Cruiser,₹ 14.20 Lakh,"71,421 km",CNG,Kochi,2021
Nissan Magnite XV,₹ 6.31 Lakh,"95,477 km",Diesel,Ahmedabad,2019
Mahindra Thar LX,₹ 7.24 Lakh,"118,934 km",Petrol,Hyderabad,2016
Renault Triber RXZ,₹ 1.20 Lakh,"182,604 km",Diesel,Noida,2013
Maruti Suzuki Swift VXi,₹ 2.80 Lakh,"104,270 km",Petrol,Hyderabad,2017
Jeep Compass Limited,₹ 10.57 Lakh,"195,137 km",CNG,Jaipur,2012
Kia Sonet GTX,₹ 6.79 Lakh,"141,269 km",Diesel,Jaipur,2016
Volvo XC60,₹ 50.87 Lakh,"28,791 km",Diesel,Hyderabad,2024
Toyota Innova Crysta GX,₹ 12.31 Lakh,"94,985 km",Petrol,Kochi,2019
Ford EcoSport Titanium,₹ 12.19 Lakh,"42,314 km",Diesel,Kolkata,2022
Jeep Compass Limited,₹ 13.42 Lakh,"132,894 km",Petrol,Jaipur,2014
Jeep Compass Limited,₹ 22.49 Lakh,"60,434 km",Petrol,Chennai,2020
Lexus ES 300h,₹ 47.41 Lakh,"91,366 km",Petrol,Kochi,2019
Tata Harrier XZ,₹ 7.93 Lakh,"140,611 km",Petrol,Bangalore,2017
Skoda Kushaq Style,₹ 17.12 Lakh,"63,339 km",Petrol,Bangalore,2022
MG ZS EV,₹ 7.74 Lakh,"110,121 km",CNG,Kolkata,2015
Toyota Innova Crysta GX,₹ 7.83 Lakh,"164,733 km",Diesel,Lucknow,2014
Renault Kwid Climber,₹ 5.41 Lakh,"74,553 km",Diesel,Kolkata,2017
Hyundai Verna SX,₹ 11.17 Lakh,"16,972 km",Petrol,Kochi,2023
Jaguar F-Pace,₹ 56.25 Lakh,"66,475 km",Diesel,Delhi,2024
Jeep Compass Limited,₹ 27.41 Lakh,"55,671 km",Electric,Kochi,2020
Jaguar XE Prestige,₹ 46.28 Lakh,"81,094 km",Petrol,Kolkata,2019
Mercedes-Benz E-Class E220d,₹ 51.60 Lakh,"65,615 km",Hybrid,Pune,2023
Volkswagen Taigun GT,₹ 11.11 Lakh,"79,602 km",CNG,Kolkata,2021
Volvo XC40 Recharge,₹ 25.00 Lakh,"172,901 km",CNG,Noida,2014
Mercedes-Benz E-Class E220d,₹ 29.31 Lakh,"153,260 km",Petrol,Kochi,2016
Audi A4 35 TDI,₹ 36.52 Lakh,"55,678 km",Petrol,Hyderabad,2021
Ford EcoSport Titanium,₹ 7.36 Lakh,"112,417 km",CNG,Ahmedabad,2018
Renault Kwid Climber,₹ 3.34 Lakh,"92,051 km",CNG,Jaipur,2018
Mercedes-Benz E-Class E220d,₹ 48.64 Lakh,"71,561 km",CNG,Mumbai,2022
Audi Q5 quattro,₹ 29.85 Lakh,"130,819 km",Diesel,Mumbai,2020
Volvo XC60,₹ 14.36 Lakh,"164,218 km",Petrol,Chennai,2012
Skoda Superb L&K,₹ 14.62 Lakh,"67,502 km",Petrol,Hyderabad,2019
Volkswagen Taigun GT,₹ 13.87 Lakh,"66,023 km",Diesel,Thane,2022
Toyota Glanza G,₹ 6.58 Lakh,"147,301 km",Petrol,Chennai,2012
Honda BR-V VX,₹ 4.26 Lakh,"144,513 km",Diesel,Pune,2015
Skoda Kushaq Style,₹ 18.98 Lakh,"72,861 km",Diesel,Ahmedabad,2025
Renault Triber RXZ,₹ 6.86 Lakh,"122,447 km",Hybrid,Lucknow,2016
Ford Endeavour Titanium,₹ 6.64 Lakh,"101,153 km",Petrol,Delhi,2016
Hyundai Creta SX,₹ 10.17 Lakh,"52,661 km",Diesel,Pune,2021
MG ZS EV,₹ 6.67 Lakh,"169,903 km",CNG,Jaipur,2014
Skoda Slavia Style,₹ 14.49 Lakh,"76,137 km",Petrol,Hyderabad,2021
Mercedes-Benz E-Class E220d,₹ 26.66 Lakh,"147,798 km",Diesel,Kochi,2014
Tata Harrier XZ,₹ 5.35 Lakh,"119,690 km",Petrol,Mumbai,2017
Hyundai Venue SX,₹ 5.37 Lakh,"150,963 km",Petrol,Lucknow,2014
Toyota Innova Crysta GX,₹ 15.40 Lakh,"54,268 km",Diesel,Chennai,2024
Mahindra Thar LX,₹ 5.60 Lakh,"137,652 km",Petrol,Mumbai,2014
Nissan Magnite XV,₹ 4.73 Lakh,"76,013 km",Petrol,Mysuru,2020
Ford Endeavour Titanium,₹ 14.85 Lakh,"33,920 km",Diesel,Delhi,2025
Volvo XC40 Recharge,₹ 37.65 Lakh,"69,724 km",CNG,Pune,2021
Toyota Glanza G,₹ 6.75 Lakh,"162,145 km",Diesel,Mysuru,2014
Volkswagen Taigun GT,₹ 4.26 Lakh,"196,613 km",Diesel,Pune,2012
Mahindra Thar LX,₹ 10.22 Lakh,"118,137 km",Diesel,Bangalore,2019
Ford EcoSport Titanium,₹ 12.34 Lakh,"43,597 km",Diesel,Noida,2023
Renault Triber RXZ,₹ 4.46 Lakh,"87,594 km",Diesel,Kolkata,2020
Honda Jazz VX,₹ 9.09 Lakh,"68,218 km",Hybrid,Bangalore,2022
Mercedes-Benz E-Class E220d,₹ 46.17 Lakh,"88,017 km",Electric,Mumbai,2020
Honda Amaze VX,₹ 4.73 Lakh,"149,852 km",Diesel,Jaipur,2015
Maruti Suzuki Baleno Alpha,₹ 1.20 Lakh,"183,927 km",Petrol,Kochi,2012
Mahindra Thar LX,₹ 12.60 Lakh,"89,463 km",CNG,Lucknow,2020
Jaguar F-Pace,₹ 46.61 Lakh,"87,001 km",CNG,Bangalore,2019
Ford Endeavour Titanium,₹ 10.12 Lakh,"79,631 km",Diesel,Pune,2020
Mahindra Thar LX,₹ 7.24 Lakh,"133,345 km",Diesel,Mysuru,2014
Ford EcoSport Titanium,₹ 12.58 Lakh,"68,753 km",Diesel,Lucknow,2023
Maruti Suzuki Dzire ZXi,₹ 4.56 Lakh,"76,862 km",Diesel,Lucknow,2019
Jaguar XE Prestige,₹ 52.30 Lakh,"18,003 km",Petrol,Delhi,2022
Volkswagen Polo GT,₹ 12.11 Lakh,"95,656 km",Diesel,Kolkata,2019
Volvo XC60,₹ 42.54 Lakh,"61,224 km",Petrol,Lucknow,2021
Jeep Compass Limited,₹ 20.09 Lakh,"128,830 km",Petrol,Pune,2018
Volvo XC60,₹ 40.92 Lakh,"80,998 km",Petrol,Hyderabad,2022
Skoda Slavia Style,₹ 7.55 Lakh,"138,800 km",Diesel,Chennai,2012
Volvo XC60,₹ 40.24 Lakh,"65,719 km",Diesel,Jaipur,2021
Audi Q3 Premium,₹ 28.47 Lakh,"75,872 km",Petrol,Kolkata,2018
Mercedes-Benz C-Class C200,₹ 57.62 Lakh,"14,769 km",CNG,Hyderabad,2025
Lexus ES 300h,₹ 42.79 Lakh,"76,782 km",Petrol,Pune,2017
Toyota Fortuner 4x2,₹ 10.53 Lakh,"131,504 km",Petrol,Mumbai,2017
Maruti Suzuki WagonR VXi,₹ 7.12 Lakh,"13,258 km",CNG,Delhi,2025
Ford EcoSport Titanium,₹ 11.46 Lakh,"95,822 km",Hybrid,Noida,2020
Ford Endeavour Titanium,₹ 9.50 Lakh,"92,567 km",Petrol,Noida,2020
Volvo XC60,₹ 24.74 Lakh,"128,935 km",Electric,Thane,2013
Maruti Suzuki Dzire ZXi,₹ 3.69 Lakh,"86,358 km",Petrol,Chennai,2018
Renault Kwid Climber,₹ 4.26 Lakh,"91,268 km",Diesel,Kolkata,2021
Ford EcoSport Titanium,₹ 9.02 Lakh,"90,224 km",Diesel,Pune,2020
Honda BR-V VX,₹ 10.60 Lakh,"107,169 km",Electric,Noida,2019
Mercedes-Benz E-Class E220d,₹ 56.62 Lakh,"3,000 km",Diesel,Jaipur,2025
Lexus ES 300h,₹ 28.99 Lakh,"168,539 km",Diesel,Thane,2013
Audi Q3 Premium,₹ 19.34 Lakh,"150,886 km",Petrol,Lucknow,2014
Maruti Suzuki Swift VXi,₹ 7.76 Lakh,"19,806 km",Petrol,Mysuru,2025
Tata Harrier XZ,₹ 11.23 Lakh,"24,682 km",Petrol,Lucknow,2024
Maruti Suzuki Swift VXi,₹ 3.41 Lakh,"104,868 km",Petrol,Kolkata,2018
Honda Amaze VX,₹ 2.95 Lakh,"179,340 km",Petrol,Delhi,2013
Toyota Fortuner 4x2,₹ 10.65 Lakh,"97,781 km",Petrol,Ahmedabad,2018
Tata Punch Creative,₹ 7.43 Lakh,"124,713 km",Diesel,Mumbai,2018
Toyota Urban Cruiser,₹ 13.31 Lakh,"89,386 km",Diesel,Jaipur,2020
Mahindra XUV700 AX7,₹ 12.57 Lakh,"65,826 km",Diesel,Ahmedabad,2021
BMW 5 Series 530d,₹ 41.38 Lakh,"81,504 km",Diesel,Kolkata,2022
Lexus ES 300h,₹ 43.50 Lakh,"145,288 km",Petrol,Thane,2017
MG Astor Savvy,₹ 14.89 Lakh,"60,632 km",Diesel,Kolkata,2023
